id,title,similar_movies,similar_books
0-88,Dirty Dancing,"['0-88', '0-8456', '0-13053', '0-277', '0-49849', '0-19995', '0-4442', '0-14564']","['1-670', '1-90', '1-85', '1-265', '1-295', '1-86', '1-264', '1-232', '1-168', '1-730', '1-725']"
0-36586,Blade II,"['0-36586', '0-36648', '0-36647', '0-72331', '0-52520', '0-20504', '0-11917', '0-12437', '0-834']","['1-732', '1-624', '1-527', '1-56', '1-197', '1-49', '1-52', '1-205', '1-3', '1-481']"
0-9444,Anastasia,"['0-9444', '0-2252', '0-106', '0-6479', '0-497', '0-745', '0-1934', '0-414', '0-409', '0-857', '0-597', '0-311', '0-9479']","['1-64', '1-172', '1-126', '1-80', '1-311', '1-789']"
0-1585,It's a Wonderful Life,"['0-1585', '0-4133', '0-105', '0-15', '0-770', '0-630', '0-408', '0-289']","['1-650', '1-479', '1-32', '1-597', '1-576', '1-478', '1-341', '1-529', '1-79', '1-714', '1-248']"
0-5915,Into the Wild,"['0-5915', '0-1250', '0-35', '0-13223', '0-285783', '0-19913', '0-27576']","['1-294', '1-84', '1-266', '1-60', '1-388', '1-38', '1-417', '1-729', '1-187', '1-179', '1-239', '1-23']"
0-620,Ghostbusters,"['0-620', '0-2978', '0-22970', '0-36955', '0-380', '0-694', '0-106', '0-745', '0-7551', '0-95']","['1-205', '1-305', '1-13', '1-72', '1-335', '1-255', '1-487', '1-162', '1-731']"
0-772,Home Alone 2: Lost in New York,"['0-772', '0-1250', '0-2105', '0-2770', '0-14160', '0-862', '0-863', '0-608', '0-162', '0-500', '0-36955', '0-755', '0-927', '0-95', '0-694', '0-559', '0-36643']","['1-8', '1-2']"
0-1597,Meet the Parents,"['0-1597', '0-693', '0-308266', '0-70', '0-41630', '0-1272', '0-13223', '0-1927', '0-14836']","['1-354', '1-515', '1-788', '1-779', '1-310', '1-275', '1-179', '1-558', '1-784', '1-300']"
0-2668,Sleepy Hollow,"['0-2668', '0-6114', '0-272', '0-772', '0-2978', '0-8844', '0-238', '0-1572', '0-4011', '0-311', '0-36955', '0-11474', '0-629']","['1-715', '1-606', '1-225', '1-14', '1-287', '1-577']"
0-34544,The A-Team,"['0-34544', '0-395992', '0-27205', '0-9654', '0-27578', '0-76163', '0-161', '0-184315', '0-36648', '0-12162', '0-70981', '0-97630', '0-8698']","['1-528', '1-510', '1-477', '1-660', '1-640', '1-400']"
0-644,A.I. Artificial Intelligence,"['0-644', '0-8247', '0-1903', '0-38050', '0-5876', '0-1927', '0-52520', '0-508', '0-59967', '0-70981', '0-77']","['1-111', '1-590', '1-187', '1-768', '1-519', '1-683', '1-336', '1-516']"
0-578,Jaws,"['0-578', '0-268', '0-12', '0-52520', '0-9804', '0-28', '0-629', '0-89', '0-568', '0-9479', '0-679']","['1-130', '1-715', '1-386', '1-593', '1-292', '1-225', '1-168', '1-335']"
0-311,Once Upon a Time in America,"['0-311', '0-1538', '0-39254', '0-954', '0-364', '0-11474', '0-1572', '0-73', '0-510', '0-238', '0-629', '0-88', '0-772', '0-117']","['1-102', '1-173', '1-13', '1-89', '1-789']"
0-115,The Big Lebowski,"['0-115', '0-275', '0-680', '0-792', '0-380', '0-311', '0-278', '0-28', '0-111', '0-857', '0-550', '0-629', '0-36643', '0-402']","['1-339', '1-494', '1-654', '1-225', '1-66']"
0-36648,Blade: Trinity,"['0-36648', '0-36647', '0-36586', '0-52520', '0-72331', '0-834', '0-11917', '0-2059']","['1-56', '1-732', '1-624', '1-197', '1-49', '1-205', '1-457', '1-527', '1-52', '1-135', '1-696']"
0-8273,American Wedding,"['0-8273', '0-2770', '0-2105', '0-162', '0-320', '0-954', '0-11631', '0-141', '0-68727', '0-18785', '0-5876', '0-72105']","['1-58', '1-293', '1-441', '1-571', '1-340', '1-325', '1-516']"
0-813,Airplane!,"['0-813', '0-72105', '0-37247', '0-1573', '0-863', '0-409', '0-42684', '0-597', '0-497', '0-744', '0-103', '0-95', '0-1878']","['1-388', '1-606', '1-130', '1-715', '1-28', '1-425']"
0-417859,Puss in Boots,"['0-417859', '0-810', '0-278927', '0-22', '0-693', '0-142', '0-58', '0-809', '0-10192', '0-1865', '0-285', '0-22804', '0-276907', '0-7220']","['1-124', '1-640', '1-142', '1-312', '1-647']"
0-20504,The Book of Eli,"['0-20504', '0-10591', '0-36586', '0-4133', '0-1690', '0-41630', '0-333484', '0-12162', '0-453', '0-82695', '0-1562', '0-71672', '0-13186', '0-68726']","['1-667', '1-176', '1-135', '1-110', '1-784']"
0-792,Platoon,"['0-792', '0-869', '0-1573', '0-600', '0-13', '0-1771', '0-602', '0-857', '0-28', '0-10674', '0-941', '0-115', '0-581', '0-621']","['1-633', '1-339', '1-395', '1-410', '1-386']"
0-686,Contact,"['0-686', '0-8077', '0-348', '0-755', '0-601', '0-106', '0-948', '0-105', '0-679', '0-8078', '0-817', '0-238']","['1-633', '1-503', '1-487', '1-332', '1-297', '1-55', '1-371']"
0-629,The Usual Suspects,"['0-629', '0-1572', '0-238', '0-2118', '0-311', '0-11474', '0-627', '0-948', '0-578', '0-680', '0-941', '0-111', '0-772']","['1-297', '1-386', '1-225', '1-633', '1-715', '1-593']"
0-1574,Chicago,"['0-1574', '0-1493', '0-85350', '0-83542', '0-2567', '0-508', '0-72976', '0-240832', '0-10591', '0-44826', '0-787', '0-1966', '0-4133', '0-180', '0-195589', '0-322', '0-62211']","['1-477', '1-310']"
0-1995,Lara Croft: Tomb Raider,"['0-1995', '0-180', '0-49529', '0-4922', '0-254', '0-634', '0-3131', '0-41154', '0-9806', '0-39254', '0-608']","['1-761', '1-9', '1-682', '1-249', '1-457', '1-23', '1-617', '1-309']"
0-111,Scarface,"['0-111', '0-107', '0-1375', '0-562', '0-694', '0-508', '0-11474', '0-2567', '0-88', '0-1572', '0-1368']","['1-205', '1-670', '1-90', '1-493', '1-265', '1-85', '1-173', '1-158']"
0-38,Eternal Sunshine of the Spotless Mind,"['0-38', '0-508', '0-19913', '0-8960', '0-195589', '0-557', '0-240832', '0-80321', '0-11324']","['1-36', '1-558', '1-123', '1-445', '1-745', '1-115', '1-499', '1-68', '1-516', '1-275']"
0-37686,Super 8,"['0-37686', '0-77', '0-6637', '0-924', '0-27576', '0-1584', '0-6947', '0-1949', '0-5255', '0-19908', '0-423']","['1-616', '1-239', '1-20', '1-640', '1-110', '1-147', '1-703', '1-626']"
0-58574,Sherlock Holmes: A Game of Shadows,"['0-58574', '0-8698', '0-559', '0-557', '0-8960', '0-45612', '0-206647', '0-49026', '0-4108', '0-591', '0-72331', '0-2253']","['1-446', '1-618', '1-612', '1-499', '1-232', '1-197', '1-480']"
0-85350,Boyhood,"['0-85350', '0-109445', '0-13186', '0-1574', '0-74', '0-62211', '0-4133', '0-253412', '0-5255', '0-44826']","['1-156', '1-455', '1-305', '1-104', '1-626', '1-328', '1-522', '1-784', '1-234']"
0-1402,The Pursuit of Happyness,"['0-1402', '0-333484', '0-9552', '0-1538', '0-2770', '0-1949', '0-64690', '0-257344', '0-605', '0-83542', '0-4922']","['1-575', '1-60', '1-336', '1-123', '1-425', '1-388', '1-237', '1-504']"
0-1124,The Prestige,"['0-1124', '0-4547', '0-605', '0-3933', '0-6637', '0-2252', '0-166424']","['1-791', '1-326', '1-39', '1-504', '1-340', '1-221', '1-682', '1-640', '1-135', '1-23', '1-259', '1-516']"
0-37135,Tarzan,"['0-37135', '0-14', '0-787', '0-557', '0-559', '0-10144', '0-88', '0-9340', '0-603']","['1-43', '1-660', '1-386', '1-171', '1-763', '1-8', '1-14', '1-503', '1-606', '1-593']"
0-948,Halloween,"['0-948', '0-238', '0-244786', '0-601', '0-834', '0-4147', '0-52520', '0-27576', '0-1375', '0-924', '0-4232', '0-583', '0-627']","['1-504', '1-243', '1-85', '1-265', '1-371', '1-237']"
0-12162,The Hurt Locker,"['0-12162', '0-36557', '0-855', '0-62211', '0-41154', '0-49026', '0-27578', '0-10591', '0-16869', '0-644', '0-5876', '0-38050']","['1-335', '1-3', '1-325', '1-383', '1-215', '1-441', '1-745']"
0-8643,The Exorcism of Emily Rose,"['0-8643', '0-3933', '0-350', '0-6637', '0-14564', '0-41733', '0-22804', '0-956']","['1-259', '1-91', '1-376', '1-671', '1-304', '1-394', '1-731', '1-682', '1-743', '1-153', '1-123']"
0-453,A Beautiful Mind,"['0-453', '0-500', '0-41630', '0-20504', '0-37799', '0-217', '0-1272', '0-107', '0-644', '0-9476', '0-11324']","['1-494', '1-465', '1-241', '1-368', '1-325', '1-481', '1-340', '1-665']"
0-924,Dawn of the Dead,"['0-924', '0-350', '0-281957', '0-278', '0-9654', '0-19908', '0-10193', '0-27582', '0-42684', '0-4108', '0-1562', '0-1250', '0-9335', '0-5876']","['1-34', '1-239', '1-675', '1-504', '1-234']"
0-275,Fargo,"['0-275', '0-10201', '0-14160', '0-5176', '0-239', '0-8844', '0-710', '0-115', '0-11932', '0-680', '0-857', '0-562', '0-111', '0-629']","['1-733', '1-86', '1-693', '1-66', '1-311']"
0-10661,You Don't Mess with the Zohan,"['0-10661', '0-12405', '0-924', '0-3131', '0-834', '0-27576', '0-594', '0-39513', '0-1402', '0-4147']","['1-504', '1-516', '1-407', '1-628', '1-135', '1-779', '1-88', '1-179', '1-594']"
0-2024,The Patriot,"['0-2024', '0-955', '0-142', '0-6479', '0-61791', '0-1562', '0-36648', '0-562', '0-855', '0-23823', '0-9335']","['1-664', '1-511', '1-640', '1-665', '1-376', '1-496', '1-239', '1-187']"
0-117,The Untouchables,"['0-117', '0-4147', '0-105', '0-4133', '0-1572', '0-680', '0-311', '0-278', '0-111', '0-1573', '0-857', '0-948', '0-2978', '0-954']","['1-117', '1-32', '1-335', '1-162', '1-66']"
0-462,Erin Brockovich,"['0-462', '0-11631', '0-27578', '0-1949', '0-587', '0-8643', '0-163', '0-3981', '0-298', '0-97020']","['1-556', '1-60', '1-400', '1-336', '1-86', '1-123', '1-343', '1-64', '1-52']"
0-4547,Panic Room,"['0-4547', '0-218', '0-280', '0-41733', '0-8844', '0-5255', '0-508', '0-215', '0-296', '0-388']","['1-117', '1-340', '1-504', '1-616', '1-586', '1-732', '1-124', '1-243', '1-259']"
0-11970,Hercules,"['0-11970', '0-184315', '0-57165', '0-11474']","['1-284', '1-66', '1-386', '1-602', '1-593', '1-311', '1-611', '1-189', '1-225', '1-161', '1-542', '1-130', '1-168', '1-428', '1-292']"
0-605,The Matrix Revolutions,"['0-605', '0-604', '0-603', '0-49026', '0-787', '0-73', '0-83542', '0-257344', '0-10195', '0-74', '0-1402', '0-1124', '0-7278']","['1-371', '1-221', '1-400', '1-314', '1-232', '1-599']"
0-567,Rear Window,"['0-567', '0-214', '0-37247', '0-389']","['1-375', '1-614', '1-5', '1-671', '1-485', '1-109', '1-213', '1-650', '1-446', '1-518', '1-618', '1-293', '1-177', '1-171', '1-76']"
0-37834,Knight and Day,"['0-37834', '0-857', '0-10527', '0-5876', '0-676', '0-41154', '0-8456', '0-27576', '0-10591', '0-19908', '0-27205', '0-591']","['1-628', '1-169', '1-388', '1-221', '1-135', '1-675', '1-609']"
0-853,Enemy at the Gates,"['0-853', '0-423', '0-855', '0-16869', '0-72570', '0-2253', '0-676', '0-5255', '0-652', '0-2024', '0-1272', '0-17654']","['1-252', '1-288', '1-241', '1-626', '1-104', '1-300', '1-135']"
0-13223,Gran Torino,"['0-13223', '0-23168', '0-5915', '0-75656', '0-4922', '0-163', '0-308266', '0-5176', '0-557', '0-3131', '0-1597', '0-322']","['1-88', '1-617', '1-36', '1-176', '1-398', '1-666', '1-557']"
0-7453,The Hitchhiker's Guide to the Galaxy,"['0-7453', '0-9477', '0-762', '0-6114', '0-27205', '0-9654', '0-44912', '0-608', '0-16320', '0-17431', '0-49849', '0-44833']","['1-337', '1-54', '1-599', '1-751', '1-620', '1-70', '1-729']"
0-1934,Shakespeare in Love,"['0-1934', '0-508', '0-679', '0-9487', '0-9444', '0-8077', '0-380', '0-1924']","['1-29', '1-55', '1-37', '1-8', '1-292', '1-311', '1-205', '1-593', '1-225', '1-13', '1-592']"
0-14574,The Boy in the Striped Pyjamas,"['0-14574', '0-89', '0-1272', '0-423', '0-16869', '0-2770', '0-150689', '0-2253']","['1-300', '1-627', '1-416', '1-708', '1-241', '1-490', '1-159', '1-294', '1-77', '1-259', '1-762']"
0-137,Groundhog Day,"['0-137', '0-18785', '0-9479', '0-238', '0-278', '0-103', '0-424', '0-4232', '0-105']","['1-121', '1-297', '1-577', '1-130', '1-593', '1-66', '1-561', '1-237', '1-321', '1-606']"
0-8247,Jumper,"['0-8247', '0-644', '0-1903', '0-38050', '0-5876', '0-1927', '0-52520', '0-41154', '0-70981', '0-508']","['1-111', '1-232', '1-590', '1-736', '1-187', '1-612', '1-725', '1-711', '1-519']"
0-9335,Transporter 2,"['0-9335', '0-4108', '0-141', '0-13387', '0-693', '0-142', '0-22', '0-58', '0-1865', '0-285', '0-276907']","['1-179', '1-294', '1-124', '1-137', '1-640', '1-409', '1-685', '1-428']"
0-17431,Moon,"['0-17431', '0-122', '0-508', '0-121', '0-120', '0-11631', '0-9509', '0-6479', '0-534', '0-161']","['1-499', '1-68', '1-340', '1-748', '1-268', '1-642', '1-631', '1-155', '1-165']"
0-927,Gremlins,"['0-927', '0-4232', '0-510', '0-755', '0-772', '0-500', '0-106', '0-185', '0-278', '0-76163']","['1-321', '1-65', '1-705', '1-129', '1-237', '1-168', '1-738', '1-506', '1-225']"
0-6947,The Village,"['0-6947', '0-587', '0-333484', '0-162', '0-11036', '0-415', '0-50619', '0-1250', '0-4442', '0-5876', '0-675', '0-1562']","['1-52', '1-49', '1-3', '1-44', '1-175', '1-56', '1-345']"
0-1966,Alexander,"['0-1966', '0-652', '0-834', '0-1271', '0-185', '0-7278', '0-57165', '0-52520', '0-72570', '0-1865', '0-417859', '0-1734', '0-587']","['1-617', '1-142', '1-60', '1-784', '1-175', '1-222']"
0-8321,In Bruges,"['0-8321', '0-74', '0-395992', '0-671', '0-675', '0-672', '0-767', '0-8960', '0-673', '0-674', '0-36955', '0-8966', '0-322']","['1-2', '1-21', '1-24', '1-18', '1-23', '1-27']"
0-35019,Nanny McPhee and the Big Bang,"['0-35019', '0-557', '0-1538', '0-782', '0-86834', '0-693', '0-1593', '0-7518', '0-411', '0-71672', '0-45269']","['1-693', '1-499', '1-356', '1-179', '1-39', '1-241', '1-682', '1-557']"
0-9804,Waterworld,"['0-9804', '0-36955', '0-36643', '0-578', '0-714', '0-9806', '0-95', '0-9340', '0-348']","['1-213', '1-457', '1-292', '1-386', '1-593', '1-297', '1-715', '1-339', '1-168', '1-335']"
0-20662,Robin Hood,"['0-20662', '0-72105', '0-534', '0-296', '0-214', '0-9476', '0-1495', '0-215']","['1-340', '1-575', '1-322', '1-80', '1-481', '1-764', '1-325', '1-142', '1-488', '1-494', '1-642']"
0-1584,School of Rock,"['0-1584', '0-4232', '0-19908', '0-673', '0-22538', '0-508', '0-11430', '0-2770', '0-644', '0-19913']","['1-654', '1-369', '1-295', '1-18', '1-268', '1-234', '1-564', '1-494', '1-325']"
0-97630,Zero Dark Thirty,"['0-97630', '0-34544', '0-72559', '0-787', '0-395', '0-1272', '0-27578', '0-8698', '0-76163', '0-7518', '0-61791']","['1-572', '1-295', '1-215', '1-400', '1-249', '1-722', '1-140', '1-239']"
0-817,Austin Powers: The Spy Who Shagged Me,"['0-817', '0-18', '0-415', '0-948', '0-105', '0-22538', '0-686', '0-414', '0-73', '0-63', '0-568']","['1-586', '1-487', '1-178', '1-503', '1-168', '1-117', '1-332', '1-297']"
0-1878,Fear and Loathing in Las Vegas,"['0-1878', '0-824', '0-1375', '0-150689', '0-694', '0-744', '0-6114', '0-238', '0-45269', '0-58595', '0-380', '0-772']","['1-504', '1-292', '1-168', '1-37', '1-72', '1-58', '1-126']"
0-9477,King Arthur,"['0-9477', '0-762', '0-7453', '0-6114', '0-2270', '0-27582', '0-27205', '0-810', '0-82695', '0-1495']","['1-751', '1-620', '1-337', '1-54', '1-599', '1-696', '1-109', '1-384', '1-135']"
0-72570,The Vow,"['0-72570', '0-2252', '0-1966', '0-423', '0-45269', '0-853', '0-534', '0-118', '0-27576', '0-652', '0-1272', '0-591', '0-676']","['1-288', '1-711', '1-440', '1-39', '1-243', '1-642']"
0-424,Schindler's List,"['0-424', '0-423', '0-8844', '0-857', '0-409', '0-954', '0-73', '0-1272', '0-14574']","['1-762', '1-158', '1-271', '1-490', '1-13', '1-395', '1-55', '1-131', '1-621', '1-65']"
0-4108,The Transporter,"['0-4108', '0-9335', '0-141', '0-13387', '0-924', '0-277', '0-7220', '0-64690', '0-4638']","['1-179', '1-294', '1-137', '1-409', '1-685', '1-428', '1-171', '1-311', '1-463', '1-39']"
0-7220,The Punisher,"['0-7220', '0-322', '0-6477', '0-8681', '0-58595', '0-9335', '0-673', '0-2454', '0-4108', '0-12437', '0-62177', '0-23483', '0-417859']","['1-137', '1-553', '1-135', '1-179', '1-123', '1-110']"
0-33,Unforgiven,"['0-33', '0-263115', '0-1368', '0-9479', '0-857']","['1-321', '1-90', '1-225', '1-32', '1-14', '1-131', '1-237', '1-4', '1-297', '1-129', '1-311', '1-66', '1-730', '1-349']"
0-239,Some Like It Hot,"['0-239', '0-59967', '0-275', '0-228150', '0-37247']","['1-516', '1-103', '1-204', '1-177', '1-706', '1-485', '1-109', '1-446', '1-172', '1-194', '1-63', '1-402', '1-83', '1-375']"
0-9679,Gone in Sixty Seconds,"['0-9679', '0-49013', '0-1640', '0-1538', '0-163', '0-920', '0-64690', '0-1930', '0-9335', '0-22', '0-322']","['1-197', '1-123', '1-232', '1-578', '1-376', '1-243', '1-640', '1-259']"
0-1371,Rocky III,"['0-1371', '0-1367', '0-1375', '0-1246', '0-1366', '0-107', '0-568', '0-2978', '0-87', '0-11474', '0-1878', '0-311', '0-2118']","['1-622', '1-297', '1-287', '1-672', '1-335', '1-178']"
0-714,Tomorrow Never Dies,"['0-714', '0-36643', '0-710', '0-10764', '0-1572', '0-36669', '0-1924', '0-10386', '0-597', '0-95', '0-36955', '0-348', '0-744', '0-409']","['1-715', '1-386', '1-633', '1-335', '1-593']"
0-1272,Sunshine,"['0-1272', '0-41630', '0-176', '0-72331', '0-83542', '0-423', '0-14574', '0-256591', '0-18360', '0-16869']","['1-225', '1-475', '1-149', '1-522', '1-241', '1-283', '1-683', '1-490', '1-198']"
0-2118,L.A. Confidential,"['0-2118', '0-500', '0-9479', '0-629', '0-941', '0-73', '0-218', '0-1573', '0-402']","['1-371', '1-37', '1-633', '1-738', '1-13', '1-72', '1-410', '1-763', '1-670', '1-317']"
0-935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['0-935', '0-62']","['1-706', '1-375', '1-293', '1-699', '1-357', '1-614', '1-257', '1-58', '1-547', '1-402', '1-83', '1-298', '1-194', '1-485', '1-498', '1-601', '1-446']"
0-693,Meet the Fockers,"['0-693', '0-142', '0-22', '0-58', '0-1865', '0-694', '0-276907', '0-285', '0-9479', '0-9335', '0-150540', '0-602']","['1-124', '1-640', '1-72', '1-647', '1-312', '1-142', '1-28']"
0-770,Gone with the Wind,"['0-770', '0-1585', '0-630', '0-15', '0-408', '0-289']","['1-66', '1-685', '1-647', '1-312', '1-478', '1-576', '1-597', '1-341', '1-529', '1-714', '1-79', '1-248', '1-479']"
0-10555,Shark Tale,"['0-10555', '0-38365', '0-2978', '0-1562', '0-12', '0-206647', '0-587', '0-18360', '0-35', '0-9335', '0-640', '0-920', '0-4347']","['1-467', '1-212', '1-591', '1-306', '1-134', '1-337']"
0-4147,Road to Perdition,"['0-4147', '0-1422', '0-948', '0-62211', '0-238', '0-834', '0-117', '0-52520', '0-924', '0-10201', '0-27576', '0-1948', '0-296', '0-4108', '0-9335']","['1-711', '1-504', '1-107', '1-243']"
0-23629,Sucker Punch,"['0-23629', '0-1250', '0-644', '0-11324', '0-59967', '0-71672', '0-924', '0-20352', '0-285', '0-217', '0-13186', '0-58', '0-64690', '0-49026', '0-42684', '0-41154']","['1-768', '1-557', '1-556']"
0-27582,The Mechanic,"['0-27582', '0-9654', '0-76726', '0-679', '0-671', '0-675', '0-9477', '0-672', '0-924', '0-8077', '0-767', '0-673']","['1-169', '1-2', '1-21', '1-18', '1-23', '1-24', '1-26']"
0-23168,The Town,"['0-23168', '0-18785', '0-107', '0-150540', '0-75656', '0-6477', '0-71672', '0-13223', '0-388', '0-322', '0-4133', '0-41630']","['1-137', '1-463', '1-4', '1-183', '1-575', '1-326', '1-123']"
0-1690,Hostel,"['0-1690', '0-49018', '0-45612', '0-20504', '0-5255', '0-652', '0-5176', '0-4547', '0-2770', '0-215', '0-1903']","['1-656', '1-761', '1-626', '1-286', '1-779', '1-176', '1-259', '1-243']"
0-8909,Wanted,"['0-8909', '0-278927', '0-23483', '0-1562', '0-4638', '0-10555', '0-652', '0-13223', '0-155', '0-4108', '0-180', '0-1927']","['1-723', '1-779', '1-11', '1-515', '1-222', '1-135', '1-784']"
0-423,The Pianist,"['0-423', '0-1272', '0-14574', '0-424', '0-2253', '0-16869', '0-256591', '0-853', '0-8247', '0-534', '0-1562', '0-5876']","['1-241', '1-490', '1-762', '1-300', '1-288', '1-46', '1-111']"
0-14836,Coraline,"['0-14836', '0-411', '0-671', '0-49519', '0-1562']","['1-282', '1-322', '1-480', '1-314', '1-416', '1-499', '1-57', '1-586', '1-647', '1-312', '1-51', '1-330', '1-60', '1-2']"
0-45612,Source Code,"['0-45612', '0-5255', '0-1690', '0-604', '0-591', '0-49026', '0-1954', '0-5176', '0-58574', '0-2253', '0-87502', '0-36669']","['1-626', '1-170', '1-640', '1-295', '1-26', '1-441', '1-647']"
0-594,The Terminal,"['0-594', '0-12437', '0-834', '0-1246', '0-64690', '0-674', '0-18360', '0-508', '0-9335', '0-27576', '0-41733', '0-4108', '0-8681', '0-1402']","['1-288', '1-652', '1-306', '1-24', '1-179']"
0-1948,Crank,"['0-1948', '0-8681', '0-4147', '0-6466', '0-1422', '0-52520', '0-23483', '0-1562', '0-7191', '0-4108', '0-920', '0-1452', '0-2770', '0-787']","['1-163', '1-665', '1-504', '1-588', '1-376']"
0-72331,Abraham Lincoln: Vampire Hunter,"['0-72331', '0-41630', '0-176', '0-1272', '0-72976', '0-52520', '0-36648', '0-36586', '0-6637', '0-18360', '0-834', '0-12437']","['1-225', '1-732', '1-624', '1-475', '1-149', '1-527', '1-205']"
0-11430,The Lion King 1½,"['0-11430', '0-8587', '0-1538', '0-39254', '0-1584', '0-80321', '0-16869', '0-19908', '0-10527', '0-8355', '0-8456', '0-64635', '0-508']","['1-124', '1-665', '1-703', '1-39', '1-135', '1-110']"
0-1924,Superman,"['0-1924', '0-1452', '0-10386', '0-714', '0-3049', '0-862', '0-6114', '0-744']","['1-606', '1-289', '1-297', '1-371', '1-117', '1-395', '1-503', '1-738', '1-611', '1-54', '1-386']"
0-2253,Valkyrie,"['0-2253', '0-16869', '0-423', '0-534', '0-49026', '0-45269', '0-45612', '0-35', '0-14574', '0-44214', '0-308266', '0-1272', '0-49013']","['1-300', '1-762', '1-733', '1-39', '1-241', '1-440']"
0-4133,Blow,"['0-4133', '0-73', '0-1585', '0-105', '0-45269', '0-107', '0-425', '0-950', '0-1726', '0-133805', '0-285783']","['1-32', '1-409', '1-732', '1-176', '1-440', '1-295', '1-556', '1-123']"
